0.0492105,0.170618
0.00238626,0.169376
0.0751111,0.190534
0.00375196,0.201438
0.0492099,0.170619
0.00238623,0.169377
0.0751102,0.190534
0.00375191,0.201437
0.0492081,0.170623
0.00238614,0.16938
0.0751074,0.190534
0.00375177,0.201436
0.049205,0.17063
0.002386,0.169385
0.0751027,0.190535
0.00375154,0.201434
0.0492008,0.170639
0.00238579,0.169392
0.0750962,0.190535
0.00375121,0.201431
0.0491953,0.17065
0.00238553,0.1694
0.0750879,0.190536
0.0037508,0.201427
0.0491887,0.170664
0.00238521,0.16941
0.0750778,0.190537
0.00375029,0.201423
0.0491809,0.17068
0.00238483,0.169422
0.075066,0.190538
0.0037497,0.201417
0.049172,0.170698
0.0023844,0.169436
0.0750523,0.19054
0.00374902,0.201412
0.0491619,0.170719
0.00238391,0.169451
0.075037,0.190542
0.00374825,0.201405
0.0491507,0.170741
0.00238337,0.169467
0.0750199,0.190544
0.0037474,0.201398
0.0491384,0.170766
0.00238278,0.169485
0.0750011,0.190546
0.00374646,0.20139
0.049125,0.170793
0.00238213,0.169505
0.0749806,0.190549
0.00374544,0.201381
0.0491104,0.170822
0.00238143,0.169526
0.0749584,0.190552
0.00374434,0.201372
0.0490948,0.170853
0.00238068,0.169548
0.0749346,0.190555
0.00374315,0.201363
0.0490782,0.170886
0.00237988,0.169571
0.0749092,0.190559
0.00374188,0.201352
0.0490604,0.17092
0.00237902,0.169596
0.0748821,0.190563
0.00374053,0.201342
0.0490416,0.170957
0.00237812,0.169622
0.0748534,0.190567
0.0037391,0.20133
0.0490218,0.170995
0.00237716,0.169649
0.0748232,0.190572
0.00373759,0.201318
0.049001,0.171035
0.00237616,0.169677
0.0747913,0.190577
0.003736,0.201306
0.0489791,0.171077
0.00237511,0.169707
0.074758,0.190583
0.00373434,0.201293
0.0489562,0.17112
0.00237401,0.169737
0.074723,0.190588
0.0037326,0.20128
0.0489323,0.171165
0.00237286,0.169768
0.0746866,0.190595
0.00373078,0.201266
0.0489075,0.171212
0.00237166,0.169801
0.0746487,0.190601
0.00372889,0.201252
0.0488816,0.17126
0.00237042,0.169834
0.0746092,0.190608
0.00372692,0.201237
0.0488548,0.171309
0.00236913,0.169868
0.0745683,0.190616
0.00372488,0.201222
0.0488271,0.171361
0.00236779,0.169904
0.074526,0.190624
0.00372277,0.201207
0.0487984,0.171413
0.00236641,0.16994
0.0744822,0.190632
0.00372058,0.201191
0.0487687,0.171467
0.00236499,0.169976
0.074437,0.190641
0.00371833,0.201175
0.0487382,0.171522
0.00236352,0.170014
0.0743903,0.19065
0.003716,0.201159
0.0487067,0.171579
0.00236201,0.170052
0.0743423,0.19066
0.00371361,0.201142
0.0486743,0.171636
0.00236045,0.170092
0.0742929,0.19067
0.00371114,0.201125
0.048641,0.171696
0.00235885,0.170131
0.0742421,0.190681
0.00370861,0.201107
0.0486069,0.171756
0.00235721,0.170172
0.07419,0.190692
0.00370601,0.201089
0.0485719,0.171817
0.00235553,0.170213
0.0741365,0.190703
0.00370334,0.201071
0.048536,0.17188
0.0023538,0.170255
0.0740818,0.190715
0.00370061,0.201053
0.0484992,0.171944
0.00235204,0.170297
0.0740257,0.190727
0.00369781,0.201034
0.0484616,0.172009
0.00235023,0.17034
0.0739683,0.19074
0.00369495,0.201015
0.0484232,0.172075
0.00234838,0.170384
0.0739097,0.190754
0.00369202,0.200996
0.0483839,0.172142
0.0023465,0.170428
0.0738498,0.190767
